fetched_at,state_code,district_code,blood_group,blood_component,blood_bank,hospital_code,address,contact,category,available,not_available,last_updated,bank_type
2026-08-24T14:41:12,28,755,13,11,Bsu Chc Atmakur,281471,"atmakuru , , ATMAKUR, Nandyal, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 09:18:56,BSU
2026-08-24T14:41:12,28,755,13,11,Santhiram Medical College And General Hospital Blood Centre,2913,"SHAFA Educational Society, NH-18, NANDYAL, Nandhyal, Nandyal, Andhra Pradesh","Phone: 9885043405 ,Fax: -, Email: srmcbloodbank@gmail.com",Private,,B+Ve : 0,2026-08-24 09:31:29,Blood Bank
2026-08-24T14:41:12,28,755,13,11,Udayananda Hospital Blood Centre,284020,"Dno: 30-410 TO 426,Ground Floor, Vivekananda Street, Opp Nan, Nandyal, Nandyal, Andhra Pradesh","Phone: 8309019704, 9030465266 ,Fax: -, Email: udayananda.bloodcenter@gmail.com",Private,,B+Ve : 0,2026-08-24 09:47:04,Blood Bank
2026-08-24T14:41:12,28,749,13,11,Indian Red Cross Society Blood Centre Vijayawada,2909,"Door No.26-5-5, G.S. Raju Street, Gandhi Nagar, Vijayawada,A, Vijayawada, NTR, Andhra Pradesh","Phone: 8977008540 ,Fax: -, Email: redcrosskrishna@gmail.com",Red Cross ,B+Ve : 2,,2026-08-24 07:24:05,Blood Bank
2026-08-24T14:41:12,28,749,13,11,Bsu Ah Nandigama,280938,"GOVT HOSPITAL , NANDIGAMA N.T.R DT, NANDIGAM, NTR, Andhra Pradesh",-,Govt.,B+Ve : 2,,2026-08-24 09:49:48,BSU
2026-08-24T14:41:12,28,749,13,11,LIONS DISTRICT 316D BLOOD BANK,28132,"FIRST FLOOR,CSI CDA COMPLEX,PRAKASAM ROAD,SURYARAOPET,, Vijayawada, NTR, Andhra Pradesh","Phone: 0866-2573388 ,Fax: -, Email: lionsbloodbank@yahoo.com",Charitable/Vol,B+Ve : 2,,2026-08-24 09:01:21,Blood Bank
2026-08-24T14:41:12,28,749,13,11,Aayush Hospitals Blood Bank,283968,"D.NO.48-13-3,3A,Ring Road, Sri Ramachandra Nagar,Vjayawada, Vijayawada, NTR, Andhra Pradesh","Phone: 8498061158 ,Fax: -, Email: padma.parvataneni@gmail.com",Private,,B+Ve : 0,2026-08-24 05:58:36,Blood Bank
2026-08-24T14:41:12,28,749,13,11,SURAKSHA VOLUNTARY BLOOD CENTRE,28131,"CHILUKU DURGAIAH STREET, SURYARAOPET, Vijayawada, NTR, Andhra Pradesh","Phone: 8008983492 ,Fax: 0, Email: surakshabloodbank@gmail.com",Charitable/Vol,,B+Ve : 0,2026-08-24 09:33:00,Blood Bank
2026-08-24T14:41:12,28,749,13,11,Doctors Blood Bank,283963,"29-4-54k,CSIcomplex, Nakkala Road, Suryaraopeta, Vijayawada, Vijayawada, NTR, Andhra Pradesh","Phone: 9246499499 ,Fax: 1234567890, Email: doctorsbloodbankvja@gmail.com",Private,,B+Ve : 0,2026-08-24 10:02:38,Blood Bank
2026-08-24T14:41:12,28,749,13,11,American Cancer Care Blood Centre,284336,"d.no:29-13-41/1,near pushpa hotel bus stop,Kaleswara Rao Roa, Vijayawada, NTR, Andhra Pradesh","Phone: 8003104108 ,Fax: -, Email: acc.bloodbank2023@gmail.com",Private,,B+Ve : 0,2026-08-24 06:32:01,Blood Bank
2026-08-24T14:41:12,28,749,13,11,Andhra Hospital Blood Bank,283962,"#16-72/1, 2nd Floor , Opp High School ,Gollapudi, Vijayawada, NTR, Andhra Pradesh","Phone: 9989557555 ,Fax: -, Email: andhrahospitalsbvpm@hotmail.com",Private,B+Ve : 3,,2026-08-24 08:34:54,Blood Bank
2026-08-24T14:41:12,28,749,13,11,Rainbow Blood Centre Vijayawada,283863,"D.No 33-53-33/2, 2ND FLOOR, NEAR SUNRISE HOSPITAL, PUSHPA HOTEL ROAD, SEETARAMPURAM, VIJAYAWADA, vijayawada, NTR, Andhra Pradesh","Phone: 9885153110 ,Fax: -, Email: Rainbowbloodcentre@gmail.com",Charitable/Vol,,B+Ve : 0,2026-08-24 10:38:10,Blood Bank
2026-08-24T14:41:12,28,749,13,11,Vijayasri Blood Centre Vijayawada,283466,"D/No:29-19-27 opp :andhra bank &HDFC bank ATMS, Dornakal Rd,, Vijayawada, NTR, Andhra Pradesh","Phone: 9392120187 ,Fax: -, Email: vijayasribloodbankvja@gmail.com",Charitable/Vol,B+Ve : 1,,2026-08-24 09:04:00,Blood Bank
2026-08-24T14:41:12,28,749,13,11,Anu Blood Center,284213,"D.NO-161/2B & 161/2C,B1,NEAR D MART, ENIKAPADU VIJAYAWADA, Vijayawada, NTR, Andhra Pradesh","Phone: 8121553344 ,Fax: -, Email: anubloodcentres@gmail.com",Private,,B+Ve : 0,2026-08-24 13:36:31,Blood Bank
2026-08-24T14:41:12,28,749,13,11,Bsu Chc Mylavaram,284673,"Mylavaram, , Mylavaram, NTR, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 09:58:54,BSU
2026-08-24T14:41:12,28,749,13,11,Bsu Chc Visannapeta,284694,"Visannapeta, , Visannapeta, NTR, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 09:07:04,BSU
2026-08-24T14:41:12,28,749,13,11,Life Share Blood Centre Vijayawada,283484,"40- Sudarshan complex above Tanishq show room m.g road vijay, Vijaywada, NTR, Andhra Pradesh","Phone: 8892156789 ,Fax: -, Email: Lifesharedoctor66@gmail.com",Private,,B+Ve : 0,2026-08-24 13:05:01,Blood Bank
2026-08-24T14:41:12,28,749,13,11,Bsu Andhra Hospital,284692,"Governerpeta, , Governerpeta, NTR, Andhra Pradesh",-,Private,,B+Ve : 0,2026-08-24 08:38:31,BSU
2026-08-24T14:41:12,28,749,13,11,Chaitanya Blood Centre Vijayawada,2825,"D.No.40-9/1-26, Vasavya Complex, 1st floor, Vasavya Nagar, , Vijayawada, NTR, Andhra Pradesh","Phone: 9246289777 ,Fax: -, Email: -",Private,B+Ve : 2,,2026-08-24 10:18:11,Blood Bank
2026-08-24T14:41:12,28,749,13,11,Smile Blood Centre,285308,"Vijayawada, Vijayawada, NTR, Andhra Pradesh","Phone: 9963799994 ,Fax: 1234567890, Email: Smilebloodcentre@gmail.com",Charitable/Vol,,B+Ve : 0,2026-08-24 09:37:46,Blood Bank
2026-08-24T14:41:12,28,749,13,11,New City Blood Centre,282628,"M/s. New City  Blood Bank (A Unit of Rural and Urban Develop, Vijayawada, NTR, Andhra Pradesh","Phone: 9963799994 ,Fax: -, Email: ncbbvijayawada@gmail.com",Charitable/Vol,,B+Ve : 0,2026-08-24 10:54:35,Blood Bank
2026-08-24T14:41:12,28,749,13,11,Ramesh Hospital Blood Center Vijayawada,283516,"Ward 33D, Ground floor, Ring Road, ITI Bus stop, , Vijayawada, NTR, Andhra Pradesh","Phone: 9640123234 ,Fax: 1234567890, Email: bloodcenter.vja@rameshhospitals.com",Private,B+Ve : 12,,2026-08-24 07:55:17,Blood Bank
2026-08-24T14:41:12,28,749,13,11,Bsu Chc Jaggaiahpet,281338,"Jaggaiahpet, , JAGGAIAHPET, NTR, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-22 09:17:34,BSU
2026-08-24T14:41:12,28,749,13,11,Government General Hospital Blood bank Vijayawada,28126,"SMC Campus, Ringroad, Gunadala, Vijayawada, Vijayawada, NTR, Andhra Pradesh","Phone: 9441031069 ,Fax: 0, Email: gghbbvij@gmail.com",Govt.,B+Ve : 21,,2026-08-24 09:43:21,Blood Bank
2026-08-24T14:41:12,28,749,13,11,Bsu Oggh Vijayawada,281336,"Vijayawada, , VIJAYAWADA, NTR, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 10:00:56,BSU
2026-08-24T14:41:12,28,749,13,11,"Nimra Institute Of Medical Sciences (Nims), Teaching Hospital And Research Centre",2894,"4-90, Nimra Nagar, Jupudi, Ibrahimpatnam, Vijayawada, NTR, Andhra Pradesh","Phone: 8328699367 ,Fax: 1234567890, Email: nimrabloodbank@gmail.com",Private,,B+Ve : 0,2026-08-24 10:05:43,Blood Bank
2026-08-24T14:41:12,28,749,13,11,ST.ANNS HOSPITAL BLOOD BANK ,28124,"ST.ANNS HOSPITAL BLOOD BANK 1st FLOOR, OPPOSITE TO PWD GROUND / PUNNAMATHOTTA , Vijayawada, NTR, Andhra Pradesh","Phone: 9849668937  ,Fax: -, Email: annshospitall@gmail.com",Charitable/Vol,B+Ve : 1,,2026-08-24 09:00:35,Blood Bank
2026-08-24T14:41:12,28,749,13,11,Bsu Chc Tiruvuru,281332,"Tiruvuru, , TIRUVURU, NTR, Andhra Pradesh",-,Govt.,B+Ve : 2,,2026-08-24 07:22:27,BSU
2026-08-24T14:41:12,28,749,13,11,Bsu Chc Shaik Raja,285097,"Vijayawada, , Vijayawada, NTR, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:19:54,BSU
2026-08-24T14:41:13,28,751,13,11,Bsu Ah Chilakaluripeta,280934,"Chilakaluripeta, , CHILAKALURIPET, Palnadu, Andhra Pradesh",-,Govt.,B+Ve : 2,,2026-08-24 09:38:18,BSU
2026-08-24T14:41:13,28,751,13,11,Palnadu Blood Centre,282624,"16-1-70, 1st Floor, Opp. Mahatma gandhi hospital,, Narasaraopet, Palnadu, Andhra Pradesh","Phone: 8074115777 ,Fax: -, Email: palnadubloodbank@gmail.com",Charitable/Vol,,B+Ve : 0,2026-08-24 06:32:39,Blood Bank
2026-08-24T14:41:13,28,751,13,11,Bsu Chc Vinukonda,280931,"Vinukonda, , VINUKONDA, Palnadu, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 09:01:32,BSU
2026-08-24T14:41:13,28,751,13,11,Satya Blood Centre,284559,"D.No 8-6-64/1, 1st floor, Chinna Masid center , Sattenapalli, Sattenapalli, Palnadu, Andhra Pradesh","Phone: 7981420025 ,Fax: 1234567890, Email: Satyabloodcenter2022@gmail.com",Charitable/Vol,B+Ve : 1,,2026-08-24 09:20:40,Blood Bank
2026-08-24T14:41:13,28,751,13,11,Indian Red Cross Society Blood Centre Narasaraopeta,284734,"New GGH, Lingamaguntla, Narasarao peta, Palnadu, Narasaraopeta, Palnadu, Andhra Pradesh","Phone: 9100078576 ,Fax: -, Email: redcrosspalnadu@gmail.com",Red Cross ,,B+Ve : 0,2026-08-24 12:00:02,Blood Bank
2026-08-24T14:41:13,28,751,13,11,"Vijaya Blood Centre, Piduguralla",284217,"DR NO 16-766/4,2nd FLOOR,GUNTUR ROAD,OPP-HP PETROL BUNK,PIDU, Piduguralla, Palnadu, Andhra Pradesh","Phone: 9177047713 ,Fax: -, Email: PIDUGURALLA.VIJAYABLOODCENTRE@GMAIL.COM",Charitable/Vol,B+Ve : 1,,2026-08-24 12:43:09,Blood Bank
2026-08-24T14:41:13,28,751,13,11,Bsu Chc Macherla,281322,"Macherla, , MACHERLA, Palnadu, Andhra Pradesh",-,Govt.,B+Ve : 2,,2026-08-24 10:10:42,BSU
2026-08-24T14:41:13,28,751,13,11,"Vijaya Blood Centre, Narasaraopet",284216,"9-10-5, 1ST FLOOR, Karur Vysya bank Building Arundalpet, Nar, Narasaraopet, Palnadu, Andhra Pradesh","Phone: 9177047713 ,Fax: -, Email: vijayabloodcentre@gmail.com",Charitable/Vol,,B+Ve : 0,2026-08-24 12:33:07,Blood Bank
2026-08-24T14:41:13,28,751,13,11,Bsu Ah Sattenapalli,281323,"Sattenapalli, , SATTENAPALLI, Palnadu, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 07:05:05,BSU
2026-08-24T14:41:13,28,751,13,11,Aapadbandhu Blood Bank Vinukonda,284215,"D.NO.27-172. 1st floor, Lawyer street, Kothapet, Vinukonda, , Vinukonda, Palnadu, Andhra Pradesh","Phone: 8309929900 ,Fax: 1234567890, Email: Aapadbadhubbvnk@gmail.com",Charitable/Vol,B+Ve : 7,,2026-08-24 07:58:23,Blood Bank
2026-08-24T14:41:13,28,751,13,11,Bsu Chc Pedakurapadu,284697,"Pedakurapadu, , Pedakurapadu, Palnadu, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:52:24,BSU
2026-08-24T14:41:13,28,751,13,11,Cpt Blood Centre,283783,"D.no.06-351/1,1St floor modern complex, CN road, chilkalurip, Palnadu, Andhra Pradesh","Phone: 9132389389 ,Fax: -, Email: cptbloodcentre@gmail.com",Private,,B+Ve : 0,2026-08-24 08:21:23,Blood Bank
2026-08-24T14:41:13,28,751,13,11,Bsu Chc Gurazala,284595,"Gurazala, , Gurazala, Palnadu, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 09:18:17,BSU
2026-08-24T14:41:13,28,751,13,11,Area Hospital Blood Centre Narasaraopeta,2859,"Area Hospital Premises, First Floor, Palnadu Road, NARASARAOPET, Narasaraopet-1, Palnadu, Andhra Pradesh","Phone: 7993895983 ,Fax: -, Email: nrtbloodbankircs@gmail.com",Govt.,B+Ve : 11,,2026-08-24 09:20:09,Blood Bank
2026-08-24T14:41:13,28,751,13,11,Bsu Chc Amaravathi,284593,"Amaravathi, , Amaravathi, Palnadu, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 08:50:00,BSU
2026-08-24T14:41:13,28,743,13,11,Area Hospital Blood Centre Palakonda,281537,"Room no 42, 1st floor, Area Hospital, Palakonda, PALAKONDA, Parvathipuram Manyam, Andhra Pradesh","Phone: 9848277311 ,Fax: -, Email: bloodcentreahpalakonda@gmail.com",Govt.,B+Ve : 2,,2026-08-24 09:18:50,Blood Bank
2026-08-24T14:41:13,28,743,13,11,Bsu Chc Kurupam,281745,"Kurupam, , KURUPAM, Parvathipuram Manyam, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 09:28:01,BSU
2026-08-24T14:41:13,28,743,13,11,Bsu Chc Chinnemergani,284698,"Chinnamegani, , Chinnemergani, Parvathipuram Manyam, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-22 12:48:55,BSU
2026-08-24T14:41:13,28,743,13,11,Bsu Ah Seethampeta ,284577,"Seethampeta, , Seethampeta, Parvathipuram Manyam, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:36:41,BSU
2026-08-24T14:41:13,28,743,13,11,District Hospital Blood Center Parvathipuram Manyam,2869,"Blood Bank, Area Hospital, Parvathipuram, District hospital,ROOM NO 33 ,1st floor, parvathipurammanyam, Parvathipuram manyam, Parvathipuram Manyam, Andhra Pradesh","Phone: 9848418400 ,Fax: -, Email: bloodcentre.dhpvp@gmail.com",Govt.,B+Ve : 5,,2026-08-24 12:17:58,Blood Bank
2026-08-24T14:41:13,28,743,13,11,Bsu Ah Saluru,281738,"Saluru, , SALURU, Parvathipuram Manyam, Andhra Pradesh",-,Govt.,B+Ve : 2,,2026-08-24 08:39:16,BSU
2026-08-24T14:41:13,28,532,13,11,Bsu Chc Yarlagadda Ramavaram,284588,"CHC Y.Ramavaram, BESIDE POLICE STATION, Y Ramavaram, Polavaram, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:33:12,BSU
2026-08-24T14:41:13,28,532,13,11,Bsu Chc Addatheegala,281320,"Addatheegala, , ADDATHEEGALA, Polavaram, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 12:59:24,BSU
2026-08-24T14:41:13,28,532,13,11,Bsu Chc Kunavaram,284664,"Kunavaram, , Kunavaram, Polavaram, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:40:40,BSU
2026-08-24T14:41:13,28,532,13,11,Area Hospital Blood Centre Rampachodavaram,280901,"Area hospital rampachodavaram, Rampachodavaram, Polavaram, Andhra Pradesh","Phone: 9493052941 ,Fax: -, Email: chc.rampachodavaram@gmail.com",Govt.,B+Ve : 9,,2026-08-24 09:20:25,Blood Bank
2026-08-24T14:41:13,28,549,13,11,Bsu Chc Ulavapadu,284690,"Ulavapadu, , Ulavapadu, Prakasam, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 14:11:08,BSU
2026-08-24T14:41:13,28,549,13,11,Community Health Centre Kondepi,285323,"Opp. APS RTC Bus Stand, Madduluru Road, Kondepi, Prakasam, Andhra Pradesh","Phone: 9492123200 ,Fax: 0, Email: apvchckondepi@gmail.com",Govt.,,B+Ve : 0,2026-08-24 12:09:46,BSU
2026-08-24T14:41:13,28,549,13,11,Bsu Chc Addanki,285219,"Addanki, , Addanki, Prakasam, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 10:02:19,BSU
2026-08-24T14:41:13,28,549,13,11,Bsu Chc Darsi,281517,"Darsi, , DARASI, Prakasam, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 09:07:53,BSU
2026-08-24T14:41:13,28,549,13,11,NAVYA BLOOD BANK Prakasam ,28109,"Venkata Ramana Nursing Home Private Limited, Prakasam, Andhra Pradesh","Phone: 9642558899 ,Fax: -, Email: navyabloodbank.2016@gmail.com",Private,,B+Ve : 0,2026-08-24 09:24:22,Blood Bank
2026-08-24T14:41:13,28,549,13,11,Bsu Ah Giddaluru,281516,"PR COLONY , Giddalur , Giddaluru, Prakasam, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:22:31,BSU
2026-08-24T14:41:13,28,549,13,11,Area Hospital Blood Centre Kandukur,281524,"1st floor, near NTR statue, pamur road, kandukur, KANDUKURU, Prakasam, Andhra Pradesh","Phone: 9000592604 ,Fax: -, Email: areahospitalbckandukur@gmail.com",Govt.,B+Ve : 1,,2026-08-24 08:57:28,Blood Bank
2026-08-24T14:41:13,28,549,13,11,New Vision Blood Centre,283736,"D.no.37-1-385 canara upstair 1 St floor opposite Nellore bus, Ongole, Prakasam, Andhra Pradesh","Phone: 9989206806 ,Fax: -, Email: newvisionbloodbank@gmail.com",Private,,B+Ve : 0,2026-08-24 10:35:01,Blood Bank
2026-08-24T14:41:13,28,549,13,11,Bsu Ah Yerragondapalem,281536,"Yerragondapalem, , YERRAGONDAPALEM, Prakasam, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 11:00:51,BSU
2026-08-24T14:41:13,28,549,13,11,Kims Hospital Blood Centre,280763,"D.NO: 4-120/A, 3 rd FLOOR, NORTH BYPASS ROAD, MUKTHINUTHALAP, ONGOLE, Prakasam, Andhra Pradesh","Phone: 9966615104 ,Fax: 0, Email: kimsbloodbankongole@gmail.com",Private,B+Ve : 2,,2026-08-24 09:36:13,Blood Bank
2026-08-24T14:41:13,28,549,13,11,Vijayasri Blood Centre Ongole,284218,"D.No: 5-302, 1st and 2nd floor, Opp.Sri Madhavi Hospital, Ve, Ongole, Prakasam, Andhra Pradesh","Phone: 9701233199 ,Fax: -, Email: vijayasribloodbankong@gmail.com",Charitable/Vol,,B+Ve : 0,2026-08-24 11:06:21,Blood Bank
2026-08-24T14:41:13,28,549,13,11,Indian Red Cross Society Blood Bank Ongole,28112,"Santhapeta Station Road Ongole, Ongole, Prakasam, Andhra Pradesh","Phone: 7093009699 ,Fax: -, Email: ircsongole@gmail.com",Red Cross ,B+Ve : 1,,2026-08-24 08:15:45,Blood Bank
2026-08-24T14:41:13,28,549,13,11,Bsu Chc Kanigiri,281521,"Kanigiri, , KANIGIRI, Prakasam, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:08:44,BSU
2026-08-24T14:41:13,28,549,13,11,"Government General Hospital,ongole",28113,"Government General Hospital,Near D Mart ,Ongole ,Prakasam Dist,A.P, BHAGYANAGAR, Ongole, Prakasam, Andhra Pradesh","Phone: 9985533273 ,Fax: 1234567890, Email: bloodbankrimsongole@gmail.com",Govt.,B+Ve : 27,,2026-08-24 09:42:10,Blood Bank
2026-08-24T14:41:13,28,549,13,11,Bsu Chc Dornala,284699,"Dornala, , Dornala, Prakasam, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 13:15:41,BSU
2026-08-24T14:41:13,28,549,13,11,Bsu Mch Ongole,281530,"Ongole, , MCH ONGOLE, Prakasam, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:16:21,BSU
2026-08-24T14:41:13,28,549,13,11,Bsu Chc Chimakurthy,284760,"CHC CHIMAKURTHY, Prakasam District, , Chimakurthy, Prakasam, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 07:44:50,BSU
2026-08-24T14:41:13,28,549,13,11,Dr Jawahara Blood Center,284220,"D.No. 2/59/A, 5th floor,Near RTC Bus stop ,Main road Chimaku, Chimakurthy, Prakasam, Andhra Pradesh","Phone: 8431219999 ,Fax: -, Email: drjawaharbloodcenter@gmail.com",Private,B+Ve : 7,,2026-08-24 06:59:13,Blood Bank
2026-08-24T14:41:13,28,542,13,11,Bsu Chc Ranastalam,285057,"Ranastalam, Srikakulam, , Ranastalam, Srikakulam, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 09:23:13,BSU
2026-08-24T14:41:13,28,542,13,11,Indian Red Cross Society Blood Bank Srikakulam,28144," D.No.8-5-2/A,Opp Bapui Kalamandir ,  Palakonda Road,DM & HO Premises, Srikakulam, Srikakulam, Srikakulam, Andhra Pradesh","Phone: 9440195900 ,Fax: 1234567890, Email: chairman.redcrosssklm@gmail.com",Red Cross ,B+Ve : 8,,2026-08-24 07:01:04,Blood Bank
2026-08-24T14:41:13,28,542,13,11,Bsu Chc Sompeta,282823,"Sompeta, , Srkakulam (Rural), Srikakulam, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-21 10:02:08,BSU
2026-08-24T14:41:13,28,542,13,11,Bsu Chc Budithi,282821,"Budithi, , Srkakulam(Rural), Srikakulam, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 06:06:38,BSU
2026-08-24T14:41:13,28,542,13,11,Bsu Ah Narsannapeta,281577,"Narsannapeta, , Narasannapeta, Srikakulam, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 06:19:57,BSU
2026-08-24T14:41:13,28,542,13,11,P J Blood Centre,284966,"Srikakulam, Srikakulam, Srikakulam, Andhra Pradesh","Phone: 8374998825 ,Fax: -, Email: pjbloodcentresklm@gmail.com",Charitable/Vol,,B+Ve : 0,2026-08-24 09:52:27,Blood Bank
2026-08-24T14:41:13,28,542,13,11,District Hospital Blood Centre Tekkali,281545,"District Hospital Tekkali, TEKKALI, Srikakulam, Andhra Pradesh","Phone: 9951388564 ,Fax: -, Email: bloodbankdhtekkali@gmail.com",Govt.,B+Ve : 34,,2026-08-24 09:08:43,Blood Bank
2026-08-24T14:41:13,28,542,13,11,Uddanam Blood Centre,284327,"D.no.389-11, 1st,2nd & 3rd floors,Kameswara Nilayam , Opp.Sa, Sompeta, Srikakulam, Andhra Pradesh","Phone: 7606999399 ,Fax: -, Email: uddanambloodcentre@gmail.com",Private,,B+Ve : 0,2026-08-24 11:31:27,Blood Bank
2026-08-24T14:41:13,28,542,13,11,Gems Hospital Blood Bank,2850,"Ragolu, Srikakulam Mandal, Srikakulam, Srikakulam, Andhra Pradesh","Phone: 089422 78201, 08942 22654, 7337362534 ,Fax: -, Email: Bloodbank@gems.edu.in",Private,,B+Ve : 0,2026-08-24 07:22:12,Blood Bank
2026-08-24T14:41:13,28,542,13,11,Bsu Chc Haripuram,284700,"Haripuram, , Haripuram, Srikakulam, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:36:46,BSU
2026-08-24T14:41:13,28,542,13,11,New Srikakulam Blood Centre,282631,"D.No.04-01-139/1, First floor, Day and Night Junction, Palakonda Road, Srikakulam, Andhrapradesh., Srikakulam, Srikakulam, Andhra Pradesh","Phone: 9697961999 ,Fax: 0, Email: newsrikakulambloodbank@gmail.com",Private,,B+Ve : 0,2026-08-24 10:01:02,Blood Bank
2026-08-24T14:41:13,28,542,13,11,Lions Blood Centre,282632,"M/s. Lions Blood Bank , D.No. 2-1-15/2 1st  Floor,  RIMS Hos, Srikakulam, Srikakulam, Andhra Pradesh","Phone: 9100315777, 7995636077 ,Fax: -, Email: lionsbloodbank.srikakulam@gmail.com",Charitable/Vol,,B+Ve : 0,2026-08-24 09:33:45,Blood Bank
2026-08-24T14:41:13,28,542,13,11,Vijayasri Blood Centre Srikakulam,284445,"1st floor, old day Night complex, Above Gupta Laberotary,  o, Srikakulam, Srikakulam, Srikakulam, Andhra Pradesh","Phone: 6262628989 ,Fax: -, Email: vijayasribloodbanksklm@gmail.com",Charitable/Vol,B+Ve : 6,,2026-08-24 08:50:24,Blood Bank
2026-08-24T14:41:13,28,542,13,11,Bsu Chc Kaviti,281573,"Kaviti, , KAVITI, Srikakulam, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 09:55:51,BSU
2026-08-24T14:41:13,28,542,13,11,Bsu Chc Pathapatnam,281541,"Pathapatnam, , PATHAPATNAM, Srikakulam, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:22:40,BSU
2026-08-24T14:41:13,28,542,13,11,Bsu Chc Palasa,281552,"Palasa, , Palasa, Srikakulam, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 10:13:17,BSU
2026-08-24T14:41:13,28,542,13,11,Moksha Blood Center Srikakulam,284353,"Near YSR Junction, Main Road, Narsannapeta, Srikakulam, Narsannapeta, Srikakulam, Andhra Pradesh","Phone: 9553041122 ,Fax: -, Email: mokshabloodcenter@gmail.com",Charitable/Vol,,B+Ve : 0,2026-08-07 09:03:59,Blood Bank
2026-08-24T14:41:13,28,542,13,11,Government General Hospital Blood Centre Srikakulam,2904,"Hudco Colony, Balaga, Srikakulam, , Srikakulam, Srikakulam, Andhra Pradesh","Phone: 6301766405 ,Fax: 0, Email: bbrimssklm@gmail.com",Govt.,B+Ve : 37,,2026-08-24 10:37:36,Blood Bank
2026-08-24T14:41:13,28,542,13,11,Pranadatha Blood Centre,284099,"D.No.13-2-169/A,1st & 2nd Floor, Upstairs Paradise Hotel, Op, Palasa, Srikakulam, Andhra Pradesh","Phone: 07207848925 ,Fax: -, Email: pranadathabloodcentre@gmail.com",Private,,B+Ve : 0,2026-08-24 12:40:00,Blood Bank
2026-08-24T14:41:14,28,550,13,11,Narayana Medical College And Hospital Blood Centre,2892,"1st Floor, A1 Wing, Chintareddypalem, Nellore, Sri Potti Sriramulu Nellore, Andhra Pradesh","Phone: 7337029193 ,Fax: -, Email: bloodbankngh@gmail.com",Private,,B+Ve : 0,2026-08-24 09:21:28,Blood Bank
2026-08-24T14:41:14,28,550,13,11,Vijayasri Blood Bank Nellore,285328,"D No 16/2/215, Groud floor, gandhi nagar, Opp urban co operative bank, pogathota, Nellore, Sri Potti Sriramulu Nellore, Andhra Pradesh","Phone: 6281427629 ,Fax: -, Email: vijayasribloodbanknellore@gmail.com",Private,,B+Ve : 0,2026-08-24 11:44:35,Blood Bank
2026-08-24T14:41:14,28,550,13,11,Area Hospital Blood Centre Gudur,2801,"Hospital Road, Gudur, Gudur, Sri Potti Sriramulu Nellore, Andhra Pradesh","Phone: 8985750552 ,Fax: 0864722445, Email: bbahgudur@gmail.com",Govt.,B+Ve : 21,,2026-08-24 08:36:27,Blood Bank
2026-08-24T14:41:14,28,550,13,11,Acsr Government General Hospital Blood Centre Nellore,2834,"Government Head Quarter Hospital Premises, Ist Floor, Nellore, Sri Potti Sriramulu Nellore, Andhra Pradesh","Phone: 8309777410 ,Fax: -, Email: acsrgmcnlr@gmail.com",Govt.,B+Ve : 11,,2026-08-24 09:30:07,Blood Bank
